STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,FREQ,Frequency,INDICATOR,Indicator,GEO_PICT,Pacific Island Countries and territories,SEX,Sex,AGE,Age,URBANIZATION,Urbanization,INCOME,Income,EDUCATION,Education level,OCCUPATION,Occupation,COMPOSITE_BREAKDOWN,Composite breakdown,DISABILITY,Disability,TIME_PERIOD,Time,OBS_VALUE,Observation value,UNIT_MEASURE,Unit of measure,REPORTING_TYPE,Reporting type,NATURE,Nature,DATA_SOURCE,Data source,OBS_STATUS,Observation Status,OBS_COMMENT,Comment
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,62.09,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,81.03,,PERCENT,percent,N,National,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",MH,Marshall Islands,M,Male,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,86.81,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute for Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",PW,Palau,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2014,,80.4,,PERCENT,percent,N,National,C,Country Data,Palau - Ministry of Education Database Extract,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",PW,Palau,F,Female,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,100,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2015,,42,,PERCENT,percent,N,National,C,Country Data,"Vanuatu Ministry of Education and Training, Annual Statistical Report, 2015.",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2018,,91.55,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2019,,97.21,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2020,,98.03,,PERCENT,percent,G,Global,C,Country Data,UNESCO Institute of Statistics,,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,88.31,,PERCENT,percent,N,National,C,Country Data,"Ministry of Education, Statistical Report 2021, Vanuatu Government",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2022,,81.3,,PERCENT,percent,N,National,C,Country Data,"Ministry of Education, Statistical Digest 2022, Vanuatu Government",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",VU,Vanuatu,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,87.4,,PERCENT,percent,N,National,C,Country Data,"Vanuatu Bureau of Statistics, Multiple Indicator Cluster Survey 2023, Survey Findings Report July 2024",,A,Normal value,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2021,,97.5,,PERCENT,percent,N,National,C,Country Data,"French Polynesia Government, preliminary 2023 Sustainable Development Goals in French Polynesia, 2024.",,,,,
DATAFLOW,SPC:DF_BP50(1.0),Blue Pacific 2050 (all),I,A,Annual,SE_PRE_PARTN,"Participation rate in organised learning (one year before the
            official primary entry age)",PF,French Polynesia,_T,Total,_T,All ages,_T,National,_T,Total,_T,All education levels,_T,All occupations,_Z,Not applicable,_T,No breakdown by disability,2023,,99.8,,PERCENT,percent,N,National,C,Country Data,"French Polynesia Government, preliminary 2023 Sustainable Development Goals in French Polynesia, 2024.",,,,,
